combo_id,status,error_type,error_msg,traceback_short,duration_s,cagr,total_return,max_drawdown,sharpe_ratio,volatility,num_trades,calmar_ratio,closed_trades_count,wins_count,losses_count,win_rate,gross_pnl,avg_win,avg_loss,atr_stop_count,hard_stop_trigger_count,pct_time_hard_stop,missing_risk_events,score,is_active,rejection_no_signal,rejection_blocked_risk,rejection_size_zero,rejection_price_missing,rejection_other,risk_reject_reasons_top,effective_config_hash,effective_kelly_cap_factor,effective_dd_soft_limit_pct,effective_dd_hard_limit_pct,effective_dd_size_multiplier_soft,effective_atr_multiplier,effective_min_stop_pct,kelly.cap_factor,max_drawdown.hard_limit_pct,max_drawdown.size_multiplier_soft,max_drawdown.soft_limit_pct,stop_loss.atr_multiplier,stop_loss.min_stop_pct
ffae19fec604,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,dbc3c20c2833,0.7,0.05,0.1,0.5,2.0,0.02,0.7,0.1,0.5,0.05,2.0,0.02
0576d1c2bfe6,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,b85f4e531ea7,0.9,0.05,0.1,0.5,2.0,0.02,0.9,0.1,0.5,0.05,2.0,0.02
2411a44ce582,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,8c4a225d475f,1.1,0.05,0.1,0.5,2.0,0.02,1.1,0.1,0.5,0.05,2.0,0.02
f93ac29cc62d,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,a3e212e686b3,1.3,0.05,0.1,0.5,2.0,0.02,1.3,0.1,0.5,0.05,2.0,0.02
fa94dabfc7d9,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,ec00ca38949c,0.7,0.05,0.1,0.7,2.0,0.02,0.7,0.1,0.7,0.05,2.0,0.02
c9b8c7cf9b5f,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,84035f69023c,0.9,0.05,0.1,0.7,2.0,0.02,0.9,0.1,0.7,0.05,2.0,0.02
2368daacf8d9,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,ee4441ce67ad,1.1,0.05,0.1,0.7,2.0,0.02,1.1,0.1,0.7,0.05,2.0,0.02
6ecd3e5356e1,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,467ede019684,1.3,0.05,0.1,0.7,2.0,0.02,1.3,0.1,0.7,0.05,2.0,0.02
abd891f17a53,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,c6e46b56bec1,0.7,0.05,0.1,1.0,2.0,0.02,0.7,0.1,1.0,0.05,2.0,0.02
70d95e17dd21,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,c99f4d6e12bd,0.9,0.05,0.1,1.0,2.0,0.02,0.9,0.1,1.0,0.05,2.0,0.02
88bb39eb908b,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,ec71c84fcec8,1.1,0.05,0.1,1.0,2.0,0.02,1.1,0.1,1.0,0.05,2.0,0.02
033826a6ebbd,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,51682457ad3f,1.3,0.05,0.1,1.0,2.0,0.02,1.3,0.1,1.0,0.05,2.0,0.02
9daf5a15114e,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,976d9dac2178,0.7,0.05,0.15,0.5,2.0,0.02,0.7,0.15,0.5,0.05,2.0,0.02
671ea044ad47,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,5e4f1412aa20,0.9,0.05,0.15,0.5,2.0,0.02,0.9,0.15,0.5,0.05,2.0,0.02
55f9ee043f57,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,b01c656abbd9,1.1,0.05,0.15,0.5,2.0,0.02,1.1,0.15,0.5,0.05,2.0,0.02
e5c570b4dcef,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,2a89c3cc2113,1.3,0.05,0.15,0.5,2.0,0.02,1.3,0.15,0.5,0.05,2.0,0.02
7a63e2010a20,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,7a73ca1eefa0,0.7,0.05,0.15,0.7,2.0,0.02,0.7,0.15,0.7,0.05,2.0,0.02
fe30318401ff,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,adec7f838b9b,0.9,0.05,0.15,0.7,2.0,0.02,0.9,0.15,0.7,0.05,2.0,0.02
5c455bd3ac35,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,f51760175ff3,1.1,0.05,0.15,0.7,2.0,0.02,1.1,0.15,0.7,0.05,2.0,0.02
00701c56debb,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,bd8888aa295c,1.3,0.05,0.15,0.7,2.0,0.02,1.3,0.15,0.7,0.05,2.0,0.02
dc3c983f74bc,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,e90cb2898841,0.7,0.05,0.15,1.0,2.0,0.02,0.7,0.15,1.0,0.05,2.0,0.02
c7fe42239dff,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,c47559b452fc,0.9,0.05,0.15,1.0,2.0,0.02,0.9,0.15,1.0,0.05,2.0,0.02
07d1327734bf,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,4c186400e63d,1.1,0.05,0.15,1.0,2.0,0.02,1.1,0.15,1.0,0.05,2.0,0.02
1b221ec79489,ok,,,,0.01,0.14256043935313234,0.14256043935313234,-0.09925819605695263,1.0701731221533384,0.13332103026680162,4,1.4362586165814824,0,0,0,0.0,0,0.0,0.0,0,0,0.0,False,0.9925660477444758,True,0,0,0,0,0,position_limits:6|dd_soft:6,f1b6839b51e0,1.3,0.05,0.15,1.0,2.0,0.02,1.3,0.15,1.0,0.05,2.0,0.02
